label_path,audio_type,audio_path,file_id,occupation,channel,place,gender,age_range,experience,text,text_char_count,text_word_count_json,duration_ms_json,sampling_rate_json,file_size_json,audio_exists,error,channels,sample_width,sample_rate,frame_count,duration_sec,rms,mean_abs,dc_offset,peak,peak_dbfs,rms_dbfs,zero_crossing_rate,silence_ratio,frame_rms_mean,frame_rms_min,frame_rms_max,filler_counts_json,total_fillers,word_count,filler_ratio,stt_text,pronunciation_accuracy,wer,off_topic,off_topic_score,off_topic_reason
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_37358.json,question,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_q_bm_f_e_37358.wav,ckmk_q_bm_f_e_37358,BM,MOCK,ONLINE,FEMALE,45-54,EXPERIENCED,면접자분께서는 저희 회사의 면접 준비를 위해 어떤 걸 준비하셨나요,36,9,7480,16kHz,239438,True,,1,2,16000,119680,7.48,2431.634,1293.493,0.163,24552,-2.507,-22.591,0.078878,0.459893,1527.206,0.0,9530.277,,,,,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_37358.json,answer,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_a_bm_f_e_37358.wav,ckmk_a_bm_f_e_37358,BM,MOCK,ONLINE,FEMALE,45-54,EXPERIENCED,면접 준비를 하는 것이 참 어려웠습니다. 막막하기만 했습니다. 그러나 가만히 있을 수는 없으니까 인터넷 서 치도하고 주변에 아실 것 같은 지인분들에게 전화를 걸어 문의도 해보기도 하고 등등 제가 할 수 있는 방법들을 다 동원하여 해봤습니다. 하지만 준비를 잘 했다고 생각하지는 않습니다. 저의 마음이 만족해 만큼의 준비를 하지 못했습니다.,189,48,45500,16kHz,1456078,True,,1,2,16000,728000,45.5,1638.849,835.067,-0.834,19416,-4.546,-26.018,0.177701,0.487033,1041.568,0.0,6772.4,{},0,48,0.0,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_37359.json,question,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_q_bm_f_e_37359.wav,ckmk_q_bm_f_e_37359,BM,MOCK,ONLINE,FEMALE,45-54,EXPERIENCED,전략적인 경영을 위한 신사업 아이디어가 있을까요,26,6,6850,16kHz,219278,True,,1,2,16000,109600,6.85,2035.811,893.813,-0.189,21655,-3.598,-24.134,0.08365,0.542274,1080.79,0.0,12062.11,,,,,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_37359.json,answer,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_a_bm_f_e_37359.wav,ckmk_a_bm_f_e_37359,BM,MOCK,ONLINE,FEMALE,45-54,EXPERIENCED,현대사회에는 돌봄 이라는 것들이 반드시 필요한 것 같습니다. 사람을 돌볼 수 있는 직업 동물들을 돌볼 수 있는 직업 그런 것들을 생각하여 사업을 해보는 것도 좋을 것 같습니다. 예를 들어 애견 펜션이라든지 어린이 돌볼미 같은 것을 잘 생각하여 돌봄에 관련된 경영을 위한 사업을 해보는 것도 좋을 것 같습니다.,172,47,50800,16kHz,1625678,True,,1,2,16000,812800,50.8,1722.199,787.25,-0.632,17198,-5.599,-25.587,0.184931,0.56063,968.021,0.0,10064.712,{},0,47,0.0,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_37360.json,question,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_q_bm_f_e_37360.wav,ckmk_q_bm_f_e_37360,BM,MOCK,ONLINE,FEMALE,45-54,EXPERIENCED,내일 죽는다면 오늘 뭐 할 것입니까,19,6,6640,16kHz,212558,True,,1,2,16000,106240,6.64,2778.816,1085.111,-0.46,30558,-0.607,-21.432,0.075377,0.629518,1291.555,0.0,16073.587,,,,,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_37360.json,answer,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_a_bm_f_e_37360.wav,ckmk_a_bm_f_e_37360,BM,MOCK,ONLINE,FEMALE,45-54,EXPERIENCED,내일 죽는다고 해도 오늘 저는 특별하지 않게 그냥 평상적인 일상을 살고 있을 것 같습니다. 아침에 일어나서 하늘을 바라보고 해를 바라보고 제가 좋아하는 화초 다듬는 일들을 하고 그리고 우리 집 고양이 하고 놀고 우리 집 강아지하고 놀고 등등 특별하지 않은 평상을 즐기며 그러며 오늘을 보낼 것 같습니다. 내일 죽을 것을 위하여 오늘 무엇을 할 것인가 라고 생각하지 않겠습니다. 그냥 일상 평범한 일상을 보낼 것입니다.,233,63,56140,16kHz,1796558,True,,1,2,16000,898240,56.14,1598.901,781.75,-0.542,17845,-5.279,-26.233,0.177625,0.513716,973.264,0.0,7998.695,"{""그냥"": 2}",2,63,0.0317,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_37361.json,question,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_q_bm_f_e_37361.wav,ckmk_q_bm_f_e_37361,BM,MOCK,ONLINE,FEMALE,45-54,EXPERIENCED,물류 쪽을 지원하셨는데요 어 본인이 물류 쪽 지원을 결심하고 아 어떻게 공부를 하셨는지 이쪽 물류 쪽에서 어 어떤 역량이 중요하게 생각되는지 말씀해 보시겠습니까,89,23,20840,16kHz,666958,True,,1,2,16000,333440,20.84,1554.187,866.736,-0.475,15485,-6.511,-26.479,0.102076,0.410749,1054.88,0.0,8281.1,,,,,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_37361.json,answer,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_a_bm_f_e_37361.wav,ckmk_a_bm_f_e_37361,BM,MOCK,ONLINE,FEMALE,45-54,EXPERIENCED,재료나 제품 등의 실물을 보관하거나 운송의 흐름을 관리하는 물류업에서 가장 중요한 것은 꼼꼼함과 정확함이라고 생각합니다. 물류가 움직이는데 어디에서 어디까지 가고 있는지 지금의 상태는 어떤지 등등을 정확하게 놓치지 않고 파악하고 제품이 소비자에게 도착할 때까지 관리할 수 있는 정확함과 꼼꼼함을 가지고 있는 그러한 인재가 필요하다고 생각합니다.,192,44,49890,16kHz,1596558,True,,1,2,16000,798240,49.89,1785.491,850.12,-0.738,22762,-3.165,-25.274,0.171878,0.519038,1047.419,0.0,13099.989,{},0,44,0.0,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_47103.json,question,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_q_bm_f_e_47103.wav,ckmk_q_bm_f_e_47103,BM,MOCK,ONLINE,FEMALE,-34,EXPERIENCED,어 이제 글로벌 시대잖아요 그래서 글로벌 인재가 굉장히 부각이 되는 시대죠 글로벌 인재에게 필수인 요소는 무엇이고 또한 자신이 그것을 위해서 글로벌 인재가 되기 위해 노력했던 것이 있을 텐데 그것에 대해서 말씀해 보세요,122,32,19200,16kHz,614478,True,,1,2,16000,307200,19.2,3026.937,1406.274,-0.432,32768,0.0,-20.689,0.118379,0.434375,1695.361,0.0,19380.903,,,,,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_47103.json,answer,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_a_bm_f_e_47103.wav,ckmk_a_bm_f_e_47103,BM,MOCK,ONLINE,FEMALE,-34,EXPERIENCED,글로벌 인재에게 필요한 필수적인 요소로 저는 영어 능력과 커뮤니케이션 능력을 말씀드리고 싶습니다. 먼저 영어 능력을 기르기 위해 저는 대학생 시절 유학생 봉사 동아리를 한 경험이 있습니다. 해당 동아리에서 저는 해외에서 온 유학생들의 통역을 도와주는 일을 했었는데요. 다양한 외국인 친구들과 영어로 의사소통을 하며 저는 어 프리 토킹 수준의 영어 능력을 구사할 수 있게 되었습니다. 두 번째로 커뮤니케이션 능력인데요. 저는 해당 능력을 기르기 위해 대학생이 시절 다양한 아르바이트와 또한 학생회 활동을 한 경험이 있습니다. 이는 제가 향후 글로벌 무대에서 활동을 할 때 새로운 사람을 만나도 잘 적응을 하고 의사소통을 하여 제가 지원한 땡땡 회사에 어 기여를 할 수 있을 거라 생각을 합니다. 감사합니다.,394,101,65050,16kHz,2081678,True,,1,2,16000,1040800,65.05,2034.77,1174.313,-0.573,21176,-3.792,-24.139,0.117934,0.343068,1411.907,0.0,8127.471,"{""어"": 2}",2,101,0.0198,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_47104.json,question,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_q_bm_f_e_47104.wav,ckmk_q_bm_f_e_47104,BM,MOCK,ONLINE,FEMALE,-34,EXPERIENCED,업무 시 분쟁이 발생했을 때 본인만의 대처법이 있나요,29,8,6660,16kHz,213198,True,,1,2,16000,106560,6.66,1294.232,573.935,-0.037,28735,-1.141,-28.069,0.094164,0.528529,754.003,0.0,5847.274,,,,,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_47104.json,answer,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_a_bm_f_e_47104.wav,ckmk_a_bm_f_e_47104,BM,MOCK,ONLINE,FEMALE,-34,EXPERIENCED,회사에서 일을 하다가 분쟁이 발생할 경우 저는 분쟁이 발생한 상대방과 충분한 대화를 갖는 것이 좋다고 생각을 합니다. 회사는 다양한 가치관과 의견을 가진 개인들이 모인 조직이기에 서로의 의견이 다를 수 있고 해석 방식에 따라 차이가 생길 수 있다고 생각을 합니다. 그러하기에 먼저 상대방의 의견을 충분히 들은 후 또한 감정을 공감해 준 후에 제 의견을 제시를 하고 또한 제가 상대방과 의견을 조율할 수 있는 부분이라면 조율을 해 나가는 것이 현명한 방법이라고 생각을 합니다. 감사합니다.,272,72,44800,16kHz,1433678,True,,1,2,16000,716800,44.8,1934.24,1123.737,-0.439,21830,-3.528,-24.579,0.12216,0.333036,1350.374,0.0,7604.101,{},0,72,0.0,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_47105.json,question,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_q_bm_f_e_47105.wav,ckmk_q_bm_f_e_47105,BM,MOCK,ONLINE,FEMALE,-34,EXPERIENCED,우리 회사가 중국에도 지금 이제 진출을 할려고 베이징에 진출을 할려고 하거든요 그러면 그 베이징에서 시장을 좀 점유할 수 있는 확대 방안을 한번 어떻게 하면 좋을지 한번 제시해 보세요,102,28,19060,16kHz,609998,True,,1,2,16000,304960,19.06,2052.291,1105.937,-0.418,25210,-2.278,-24.064,0.137186,0.379853,1346.54,0.0,9671.719,,,,,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_47105.json,answer,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_a_bm_f_e_47105.wav,ckmk_a_bm_f_e_47105,BM,MOCK,ONLINE,FEMALE,-34,EXPERIENCED,중국 시장에서 시장 점유율을 높이기 위하여 저는 중국 시장에 충분한 시장 조사가 필요하다고 생각을 합니다. 중국 시장에서 어떤 상품이 잘 팔리는지 그리고 또한 소비 패턴과 성향은 어떻게 되는지 충분히 조사를 하여 보고서를 작성을 한 후에 주력 상품들을 공략해 나가는 것이 좋다고 생각을 합니다. 또한 요즘 인터넷으로 에스엔에스 활동들이 활발하게 진행이 되고 있는데요. 인플루언스를 추가적으로 고용을 하여 중국 시장을 공략하는 것도 하나의 방법이 될 것 같습니다. 감사합니다.,265,66,47880,16kHz,1532238,True,,1,2,16000,766080,47.88,1889.42,1090.4,-0.435,18156,-5.129,-24.782,0.119635,0.350877,1309.948,0.0,7929.57,{},0,66,0.0,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_47106.json,question,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_q_bm_f_e_47106.wav,ckmk_q_bm_f_e_47106,BM,MOCK,ONLINE,FEMALE,-34,EXPERIENCED,응시자 분께서는 이전 다니셨던 직장에서 수행하셨던 직무가 저희 회사에 직무에 어떤 도움을 줄 수 있는지 말씀해 주실 수 있으신가요,72,19,16040,16kHz,513358,True,,1,2,16000,256640,16.04,2068.231,1102.277,-0.257,29817,-0.82,-23.997,0.109414,0.425187,1302.555,0.0,10759.321,,,,,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_47106.json,answer,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_a_bm_f_e_47106.wav,ckmk_a_bm_f_e_47106,BM,MOCK,ONLINE,FEMALE,-34,EXPERIENCED,저는 땡땡 회사에 지원하기에 앞서 이 년간 세 군데 공공기관에서 근무를 한 경험이 있습니다. 먼저 저는 대학교에서 조교로 일 년간 근무를 한 경험이 있는데요. 교수님과 학생들 그리고 행정실 선생님들과 협업을 해야 되는 경우가 참 많았습니다. 이런 경험은 제게 의사소통 능력을 기를 수 있는 경험을 가져다 주었다고 생각을 합니다. 두 번째로 저는 땡땡 재단에서 사업을 맡아 진행을 해 본 경험이 있는데요. 기업과 그리고 재단과 또한 예술인들 사이에서 저는 의견들을 조율을 하며 사업을 완성시키기 위해 노력을 하였습니다. 또한 저는 이 직군에 지원하기에 앞서서 연구소에서 행정을 한 경험이 있는데요. 가구 주문이나 여러 가지 행정 처리 그리고 서류 처리 등 행정 사항이 필요한 여러 가지 경험들을 기르며 저는 행정적인 능력을 길러왔다고 생각을 합니다. 감사합니다.,425,110,72900,16kHz,2332878,True,,1,2,16000,1166400,72.9,2114.135,1239.534,-0.497,27878,-1.404,-23.806,0.116674,0.3369,1490.891,0.0,9909.938,"{""이"": 2}",2,110,0.0182,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_47107.json,question,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_q_bm_f_e_47107.wav,ckmk_q_bm_f_e_47107,BM,MOCK,ONLINE,FEMALE,-34,EXPERIENCED,매일 공부하고 있는 분야가 있나요,18,5,5920,16kHz,189518,True,,1,2,16000,94720,5.92,229.669,92.047,-0.609,3289,-19.968,-43.087,0.039654,0.935811,113.669,0.0,1545.545,,,,,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_47107.json,answer,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_a_bm_f_e_47107.wav,ckmk_a_bm_f_e_47107,BM,MOCK,ONLINE,FEMALE,-34,EXPERIENCED,제가 매일같이 공부를 하고 있는 분야로 영어와 글쓰기를 꼽을 수 있을 것 같은데요. 먼저 저는 영어 능력을 기르기 위해 꾸준히 영자 신문을 읽고 또한 스피킹 수업에 등록을 하여 스피킹 실력을 높이기 위해 노력을 하고 있습니다. 두 번째로 글쓰기 분야인데요. 제가 글쓰기를 꾸준히 하는 이유는 회사에 들어와서 보고서를 작성을 하거나 제 의견을 다른 분께 조리 있게 말을 하기 위해서는 제 생각을 글로 잘 적을 수 있어야 할 해야겠다고 생각을 하기 때문입니다. 또한 회사에서는 공문이나 여러 가지 문서로써 의사소통을 하기에 이러한 능력들은 제가 회사에 들어왔을 때 크게 기여를 할 거라 생각을 합니다. 감사합니다.,341,91,54080,16kHz,1730638,True,,1,2,16000,865280,54.08,2033.315,1192.452,-0.456,23381,-2.932,-24.145,0.119259,0.329882,1431.062,0.0,8518.107,{},0,91,0.0,,,,,,
C:\Users\yoonh\Downloads\Sample (1)\Sample\02.라벨링데이터\01.Management\Female\Experienced\ckmk_d_bm_f_e_47108.json,question,C:\Users\yoonh\Downloads\Sample (1)\Sample\01.원천데이터\01.Management\Female\Experienced\ckmk_q_bm_f_e_47108.wav,ckmk_q_bm_f_e_47108,BM,MOCK,ONLINE,FEMALE,-34,EXPERIENCED,본인이 태어나서 지금까지 가장 제일 후회했던 일은 무엇이라고 생각합니까,39,9,7490,16kHz,239758,True,,1,2,16000,119840,7.49,1509.195,798.781,-0.672,14636,-7.001,-26.734,0.081075,0.453333,967.101,0.0,6042.052,,,,,,,,,,
